entry_ts,exit_ts,side,units_opened,units_closed,entry_price,exit_price,leg,reason,pnl_pips,pnl_usd,mae_pips,equity,hold_bars
2026-01-28T18:00:00.000000000Z,2026-01-28T18:45:00.000000000Z,LONG,1000.00,1000.00,0.70004,0.69922,EXIT,FLIP,-8.20,-0.8200,-8.80,-3.7800,3
2026-01-28T18:45:00.000000000Z,2026-01-28T18:45:00.000000000Z,SHORT,1000.00,0.00,0.69922,0.69922,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.7800,0
2026-01-28T18:45:00.000000000Z,2026-01-28T19:15:00.000000000Z,SHORT,1000.00,1000.00,0.69922,0.69944,EXIT,FLIP,-2.20,-0.2200,-3.80,-4.0000,2
2026-01-28T19:15:00.000000000Z,2026-01-28T19:15:00.000000000Z,LONG,1000.00,0.00,0.69944,0.69944,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.0000,0
2026-01-28T19:15:00.000000000Z,2026-01-28T19:30:00.000000000Z,LONG,1000.00,1000.00,0.69944,0.69881,EXIT,FLIP,-6.30,-0.6300,-6.40,-4.6300,1
2026-01-28T19:30:00.000000000Z,2026-01-28T19:30:00.000000000Z,SHORT,1000.00,0.00,0.69881,0.69881,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.6300,0
2026-01-28T19:30:00.000000000Z,2026-01-28T19:45:00.000000000Z,SHORT,1000.00,1000.00,0.69881,0.69948,EXIT,FLIP,-6.70,-0.6700,-14.30,-5.3000,1
2026-01-28T19:45:00.000000000Z,2026-01-28T19:45:00.000000000Z,LONG,1000.00,0.00,0.69948,0.69948,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-5.3000,0
2026-01-28T19:45:00.000000000Z,2026-01-28T20:00:00.000000000Z,LONG,1000.00,300.00,0.69948,0.70148,TP1,TP1,6.00,0.6000,-2.10,-4.7000,2
2026-01-28T19:45:00.000000000Z,2026-01-28T20:00:00.000000000Z,LONG,1000.00,700.00,0.69948,0.70148,RUNNER,RUNNER_STOP,14.00,1.4000,-2.10,-3.3000,2
2026-01-28T22:45:00.000000000Z,2026-01-28T22:45:00.000000000Z,LONG,1000.00,0.00,0.70385,0.70385,ENTRY,ENTRY,0.00,0.0000,0.00,-3.3000,0
2026-01-28T22:45:00.000000000Z,2026-01-28T23:15:00.000000000Z,LONG,1000.00,1000.00,0.70385,0.70350,EXIT,FLIP,-3.50,-0.3500,-6.70,-3.6500,2
2026-01-28T23:15:00.000000000Z,2026-01-28T23:15:00.000000000Z,SHORT,1000.00,0.00,0.70350,0.70350,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.6500,0
2026-01-28T23:15:00.000000000Z,2026-01-28T23:30:00.000000000Z,SHORT,1000.00,1000.00,0.70350,0.70436,EXIT,FLIP,-8.60,-0.8600,-10.00,-4.5100,1
2026-01-28T23:30:00.000000000Z,2026-01-28T23:30:00.000000000Z,LONG,1000.00,0.00,0.70436,0.70436,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.5100,0
2026-01-28T23:30:00.000000000Z,2026-01-29T00:00:00.000000000Z,LONG,1000.00,1000.00,0.70436,0.70396,EXIT,FLIP,-4.00,-0.4000,-7.20,-4.9100,2
2026-01-29T00:00:00.000000000Z,2026-01-29T00:00:00.000000000Z,SHORT,1000.00,0.00,0.70396,0.70396,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.9100,0
2026-01-29T00:00:00.000000000Z,2026-01-29T00:15:00.000000000Z,SHORT,1000.00,1000.00,0.70396,0.70443,EXIT,FLIP,-4.70,-0.4700,-5.20,-5.3800,1
2026-01-29T00:15:00.000000000Z,2026-01-29T00:15:00.000000000Z,LONG,1000.00,0.00,0.70443,0.70443,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-5.3800,0
2026-01-29T00:15:00.000000000Z,2026-01-29T00:45:00.000000000Z,LONG,1000.00,1000.00,0.70443,0.70380,EXIT,FLIP,-6.30,-0.6300,-8.10,-6.0100,2
2026-01-29T00:45:00.000000000Z,2026-01-29T00:45:00.000000000Z,SHORT,1000.00,0.00,0.70380,0.70380,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-6.0100,0
2026-01-29T00:45:00.000000000Z,2026-01-29T02:30:00.000000000Z,SHORT,1000.00,1000.00,0.70380,0.70400,EXIT,FLIP,-2.00,-0.2000,-2.00,-6.2100,7
2026-01-29T02:30:00.000000000Z,2026-01-29T02:30:00.000000000Z,LONG,1000.00,0.00,0.70400,0.70400,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-6.2100,0
2026-01-29T02:30:00.000000000Z,2026-01-29T03:00:00.000000000Z,LONG,1000.00,300.00,0.70400,0.70600,TP1,TP1,6.00,0.6000,-4.00,-5.6100,3
2026-01-29T02:30:00.000000000Z,2026-01-29T03:00:00.000000000Z,LONG,1000.00,700.00,0.70400,0.70600,RUNNER,RUNNER_STOP,14.00,1.4000,-4.00,-4.2100,3
2026-01-29T06:15:00.000000000Z,2026-01-29T06:15:00.000000000Z,SHORT,1000.00,0.00,0.70808,0.70808,ENTRY,ENTRY,0.00,0.0000,0.00,-4.2100,0
2026-01-29T06:15:00.000000000Z,2026-01-29T07:15:00.000000000Z,SHORT,1000.00,1000.00,0.70808,0.70863,EXIT,FLIP,-5.50,-0.5500,-8.00,-4.7600,4
2026-01-29T07:15:00.000000000Z,2026-01-29T07:15:00.000000000Z,LONG,1000.00,0.00,0.70863,0.70863,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-4.7600,0
2026-01-29T07:15:00.000000000Z,2026-01-29T07:30:00.000000000Z,LONG,1000.00,1000.00,0.70863,0.70719,EXIT,FLIP,-14.40,-1.4400,-14.70,-6.2000,1
2026-01-29T07:30:00.000000000Z,2026-01-29T07:30:00.000000000Z,SHORT,1000.00,0.00,0.70719,0.70719,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-6.2000,0
2026-01-29T07:30:00.000000000Z,2026-01-29T08:15:00.000000000Z,SHORT,1000.00,1000.00,0.70719,0.70746,EXIT,FLIP,-2.70,-0.2700,-5.00,-6.4700,3
2026-01-29T08:15:00.000000000Z,2026-01-29T08:15:00.000000000Z,LONG,1000.00,0.00,0.70746,0.70746,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-6.4700,0
2026-01-29T08:15:00.000000000Z,2026-01-29T08:30:00.000000000Z,LONG,1000.00,1000.00,0.70746,0.70706,EXIT,FLIP,-4.00,-0.4000,-5.80,-6.8700,1
2026-01-29T08:30:00.000000000Z,2026-01-29T08:30:00.000000000Z,SHORT,1000.00,0.00,0.70706,0.70706,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-6.8700,0
2026-01-29T08:30:00.000000000Z,2026-01-29T10:00:00.000000000Z,SHORT,1000.00,300.00,0.70706,0.70506,TP1,TP1,6.00,0.6000,-1.80,-6.2700,7
2026-01-29T08:30:00.000000000Z,2026-01-29T10:00:00.000000000Z,SHORT,1000.00,700.00,0.70706,0.70506,RUNNER,RUNNER_STOP,14.00,1.4000,-1.80,-4.8700,7
2026-01-29T12:15:00.000000000Z,2026-01-29T12:15:00.000000000Z,LONG,1000.00,0.00,0.70438,0.70438,ENTRY,ENTRY,0.00,0.0000,0.00,-4.8700,0
2026-01-29T12:15:00.000000000Z,2026-01-29T13:00:00.000000000Z,LONG,1000.00,300.00,0.70438,0.70638,TP1,TP1,6.00,0.6000,-0.80,-4.2700,4
2026-01-29T12:15:00.000000000Z,2026-01-29T13:00:00.000000000Z,LONG,1000.00,700.00,0.70438,0.70638,RUNNER,RUNNER_STOP,14.00,1.4000,-0.80,-2.8700,4
2026-01-29T15:00:00.000000000Z,2026-01-29T15:00:00.000000000Z,SHORT,1000.00,0.00,0.70603,0.70603,ENTRY,ENTRY,0.00,0.0000,0.00,-2.8700,0
2026-01-29T15:00:00.000000000Z,2026-01-29T15:00:00.000000000Z,SHORT,1000.00,300.00,0.70603,0.70403,TP1,TP1,6.00,0.6000,-1.20,-2.2700,1
2026-01-29T15:00:00.000000000Z,2026-01-29T15:00:00.000000000Z,SHORT,1000.00,700.00,0.70603,0.70403,RUNNER,RUNNER_STOP,14.00,1.4000,-1.20,-0.8700,1
2026-01-29T16:15:00.000000000Z,2026-01-29T16:15:00.000000000Z,LONG,1000.00,0.00,0.70035,0.70035,ENTRY,ENTRY,0.00,0.0000,0.00,-0.8700,0
2026-01-29T16:15:00.000000000Z,2026-01-29T17:15:00.000000000Z,LONG,1000.00,300.00,0.70035,0.70235,TP1,TP1,6.00,0.6000,-12.10,-0.2700,5
2026-01-29T16:15:00.000000000Z,2026-01-29T17:15:00.000000000Z,LONG,1000.00,700.00,0.70035,0.70235,RUNNER,RUNNER_STOP,14.00,1.4000,-12.10,1.1300,5
2026-01-29T18:00:00.000000000Z,2026-01-29T18:00:00.000000000Z,SHORT,1000.00,0.00,0.70184,0.70184,ENTRY,ENTRY,0.00,0.0000,0.00,1.1300,0
2026-01-29T18:00:00.000000000Z,2026-01-29T18:15:00.000000000Z,SHORT,1000.00,1000.00,0.70184,0.70256,EXIT,FLIP,-7.20,-0.7200,-10.40,0.4100,1
2026-01-29T18:15:00.000000000Z,2026-01-29T18:15:00.000000000Z,LONG,1000.00,0.00,0.70256,0.70256,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,0.4100,0
2026-01-29T18:15:00.000000000Z,2026-01-29T18:30:00.000000000Z,LONG,1000.00,1000.00,0.70256,0.70228,EXIT,FLIP,-2.80,-0.2800,-6.20,0.1300,1
2026-01-29T18:30:00.000000000Z,2026-01-29T18:30:00.000000000Z,SHORT,1000.00,0.00,0.70228,0.70228,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,0.1300,0
2026-01-29T18:30:00.000000000Z,2026-01-29T18:45:00.000000000Z,SHORT,1000.00,1000.00,0.70228,0.70319,EXIT,FLIP,-9.10,-0.9100,-11.10,-0.7800,1
2026-01-29T18:45:00.000000000Z,2026-01-29T18:45:00.000000000Z,LONG,1000.00,0.00,0.70319,0.70319,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.7800,0
2026-01-29T18:45:00.000000000Z,2026-01-29T19:45:00.000000000Z,LONG,1000.00,1000.00,0.70319,0.70316,EXIT,FLIP,-0.30,-0.0300,-5.30,-0.8100,4
2026-01-29T19:45:00.000000000Z,2026-01-29T19:45:00.000000000Z,SHORT,1000.00,0.00,0.70316,0.70316,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.8100,0
2026-01-29T19:45:00.000000000Z,2026-01-29T20:15:00.000000000Z,SHORT,1000.00,1000.00,0.70316,0.70303,EXIT,FLIP,1.30,0.1300,-1.50,-0.6800,2
2026-01-29T20:15:00.000000000Z,2026-01-29T20:15:00.000000000Z,LONG,1000.00,0.00,0.70303,0.70303,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.6800,0
2026-01-29T20:15:00.000000000Z,2026-01-29T21:30:00.000000000Z,LONG,1000.00,300.00,0.70303,0.70503,TP1,TP1,6.00,0.6000,-0.90,-0.0800,6
2026-01-29T20:15:00.000000000Z,2026-01-29T21:30:00.000000000Z,LONG,1000.00,700.00,0.70303,0.70503,RUNNER,RUNNER_STOP,14.00,1.4000,-0.90,1.3200,6
2026-01-29T23:00:00.000000000Z,2026-01-29T23:00:00.000000000Z,SHORT,1000.00,0.00,0.70502,0.70502,ENTRY,ENTRY,0.00,0.0000,0.00,1.3200,0
2026-01-29T23:00:00.000000000Z,2026-01-29T23:30:00.000000000Z,SHORT,1000.00,1000.00,0.70502,0.70490,EXIT,FLIP,1.20,0.1200,-1.20,1.4400,2
2026-01-29T23:30:00.000000000Z,2026-01-29T23:30:00.000000000Z,LONG,1000.00,0.00,0.70490,0.70490,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,1.4400,0
2026-01-29T23:30:00.000000000Z,2026-01-30T00:00:00.000000000Z,LONG,1000.00,1000.00,0.70490,0.70476,EXIT,FLIP,-1.40,-0.1400,-2.00,1.3000,2
2026-01-30T00:00:00.000000000Z,2026-01-30T00:00:00.000000000Z,SHORT,1000.00,0.00,0.70476,0.70476,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,1.3000,0
2026-01-30T00:00:00.000000000Z,2026-01-30T00:45:00.000000000Z,SHORT,1000.00,300.00,0.70476,0.70276,TP1,TP1,6.00,0.6000,-5.50,1.9000,4
2026-01-30T00:00:00.000000000Z,2026-01-30T00:45:00.000000000Z,SHORT,1000.00,700.00,0.70476,0.70276,RUNNER,RUNNER_STOP,14.00,1.4000,-5.50,3.3000,4
2026-01-30T03:00:00.000000000Z,2026-01-30T03:00:00.000000000Z,LONG,1000.00,0.00,0.70049,0.70049,ENTRY,ENTRY,0.00,0.0000,0.00,3.3000,0
2026-01-30T03:00:00.000000000Z,2026-01-30T03:45:00.000000000Z,LONG,1000.00,1000.00,0.70049,0.69972,EXIT,FLIP,-7.70,-0.7700,-10.60,2.5300,3
2026-01-30T03:45:00.000000000Z,2026-01-30T03:45:00.000000000Z,SHORT,1000.00,0.00,0.69972,0.69972,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,2.5300,0
2026-01-30T03:45:00.000000000Z,2026-01-30T04:15:00.000000000Z,SHORT,1000.00,1000.00,0.69972,0.70084,EXIT,FLIP,-11.20,-1.1200,-11.50,1.4100,2
2026-01-30T04:15:00.000000000Z,2026-01-30T04:15:00.000000000Z,LONG,1000.00,0.00,0.70084,0.70084,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,1.4100,0
2026-01-30T04:15:00.000000000Z,2026-01-30T04:30:00.000000000Z,LONG,1000.00,1000.00,0.70084,0.70006,EXIT,FLIP,-7.80,-0.7800,-10.20,0.6300,1
2026-01-30T04:30:00.000000000Z,2026-01-30T04:30:00.000000000Z,SHORT,1000.00,0.00,0.70006,0.70006,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,0.6300,0
2026-01-30T04:30:00.000000000Z,2026-01-30T05:00:00.000000000Z,SHORT,1000.00,1000.00,0.70006,0.70036,EXIT,FLIP,-3.00,-0.3000,-5.40,0.3300,2
2026-01-30T05:00:00.000000000Z,2026-01-30T05:00:00.000000000Z,LONG,1000.00,0.00,0.70036,0.70036,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,0.3300,0
2026-01-30T05:00:00.000000000Z,2026-01-30T05:30:00.000000000Z,LONG,1000.00,1000.00,0.70036,0.70002,EXIT,FLIP,-3.40,-0.3400,-3.60,-0.0100,2
2026-01-30T05:30:00.000000000Z,2026-01-30T05:30:00.000000000Z,SHORT,1000.00,0.00,0.70002,0.70002,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.0100,0
2026-01-30T05:30:00.000000000Z,2026-01-30T06:00:00.000000000Z,SHORT,1000.00,1000.00,0.70002,0.69997,EXIT,FLIP,0.50,0.0500,-1.80,0.0400,2
2026-01-30T06:00:00.000000000Z,2026-01-30T06:00:00.000000000Z,LONG,1000.00,0.00,0.69997,0.69997,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,0.0400,0
2026-01-30T06:00:00.000000000Z,2026-01-30T06:30:00.000000000Z,LONG,1000.00,1000.00,0.69997,0.69954,EXIT,FLIP,-4.30,-0.4300,-5.10,-0.3900,2
2026-01-30T06:30:00.000000000Z,2026-01-30T06:30:00.000000000Z,SHORT,1000.00,0.00,0.69954,0.69954,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.3900,0
2026-01-30T06:30:00.000000000Z,2026-01-30T07:15:00.000000000Z,SHORT,1000.00,1000.00,0.69954,0.69920,EXIT,FLIP,3.40,0.3400,-7.20,-0.0500,3
2026-01-30T07:15:00.000000000Z,2026-01-30T07:15:00.000000000Z,LONG,1000.00,0.00,0.69920,0.69920,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.0500,0
2026-01-30T07:15:00.000000000Z,2026-01-30T08:45:00.000000000Z,LONG,1000.00,1000.00,0.69920,0.69971,EXIT,FLIP,5.10,0.5100,-4.40,0.4600,6
2026-01-30T08:45:00.000000000Z,2026-01-30T08:45:00.000000000Z,SHORT,1000.00,0.00,0.69971,0.69971,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,0.4600,0
2026-01-30T08:45:00.000000000Z,2026-01-30T09:00:00.000000000Z,SHORT,1000.00,1000.00,0.69971,0.70050,EXIT,FLIP,-7.90,-0.7900,-9.30,-0.3300,1
2026-01-30T09:00:00.000000000Z,2026-01-30T09:00:00.000000000Z,LONG,1000.00,0.00,0.70050,0.70050,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-0.3300,0
2026-01-30T09:00:00.000000000Z,2026-01-30T09:15:00.000000000Z,LONG,1000.00,1000.00,0.70050,0.69977,EXIT,FLIP,-7.30,-0.7300,-9.00,-1.0600,1
2026-01-30T09:15:00.000000000Z,2026-01-30T09:15:00.000000000Z,SHORT,1000.00,0.00,0.69977,0.69977,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-1.0600,0
2026-01-30T09:15:00.000000000Z,2026-01-30T09:45:00.000000000Z,SHORT,1000.00,300.00,0.69977,0.69777,TP1,TP1,6.00,0.6000,-0.50,-0.4600,3
2026-01-30T09:15:00.000000000Z,2026-01-30T09:45:00.000000000Z,SHORT,1000.00,700.00,0.69977,0.69777,RUNNER,RUNNER_STOP,14.00,1.4000,-0.50,0.9400,3
2026-01-30T10:15:00.000000000Z,2026-01-30T10:15:00.000000000Z,LONG,1000.00,0.00,0.69920,0.69920,ENTRY,ENTRY,0.00,0.0000,0.00,0.9400,0
2026-01-30T10:15:00.000000000Z,2026-01-30T11:30:00.000000000Z,LONG,1000.00,300.00,0.69920,0.70120,TP1,TP1,6.00,0.6000,-0.60,1.5400,6
2026-01-30T10:15:00.000000000Z,2026-01-30T11:30:00.000000000Z,LONG,1000.00,700.00,0.69920,0.70120,RUNNER,RUNNER_STOP,14.00,1.4000,-0.60,2.9400,6
2026-01-30T12:45:00.000000000Z,2026-01-30T12:45:00.000000000Z,SHORT,1000.00,0.00,0.70104,0.70104,ENTRY,ENTRY,0.00,0.0000,0.00,2.9400,0
2026-01-30T12:45:00.000000000Z,2026-01-30T13:15:00.000000000Z,SHORT,1000.00,1000.00,0.70104,0.70150,EXIT,FLIP,-4.60,-0.4600,-9.30,2.4800,2
2026-01-30T13:15:00.000000000Z,2026-01-30T13:15:00.000000000Z,LONG,1000.00,0.00,0.70150,0.70150,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,2.4800,0
2026-01-30T13:15:00.000000000Z,2026-01-30T13:30:00.000000000Z,LONG,1000.00,1000.00,0.70150,0.70110,EXIT,FLIP,-4.00,-0.4000,-11.30,2.0800,1
2026-01-30T13:30:00.000000000Z,2026-01-30T13:30:00.000000000Z,SHORT,1000.00,0.00,0.70110,0.70110,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,2.0800,0
2026-01-30T13:30:00.000000000Z,2026-01-30T13:45:00.000000000Z,SHORT,1000.00,1000.00,0.70110,0.70141,EXIT,FLIP,-3.10,-0.3100,-3.60,1.7700,1
2026-01-30T13:45:00.000000000Z,2026-01-30T13:45:00.000000000Z,LONG,1000.00,0.00,0.70141,0.70141,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,1.7700,0
2026-01-30T13:45:00.000000000Z,2026-01-30T13:45:00.000000000Z,LONG,1000.00,1000.00,0.70141,0.69861,EXIT,SL,-28.00,-2.8000,-28.10,-1.0300,1
2026-01-30T14:15:00.000000000Z,2026-01-30T14:15:00.000000000Z,LONG,1000.00,0.00,0.70074,0.70074,ENTRY,ENTRY,0.00,0.0000,0.00,-1.0300,0
2026-01-30T14:15:00.000000000Z,2026-01-30T15:15:00.000000000Z,LONG,1000.00,1000.00,0.70074,0.70056,EXIT,FLIP,-1.80,-0.1800,-7.10,-1.2100,4
2026-01-30T15:15:00.000000000Z,2026-01-30T15:15:00.000000000Z,SHORT,1000.00,0.00,0.70056,0.70056,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-1.2100,0
2026-01-30T15:15:00.000000000Z,2026-01-30T15:45:00.000000000Z,SHORT,1000.00,1000.00,0.70056,0.70236,EXIT,FLIP,-18.00,-1.8000,-20.50,-3.0100,2
2026-01-30T15:45:00.000000000Z,2026-01-30T15:45:00.000000000Z,LONG,1000.00,0.00,0.70236,0.70236,ENTRY,FLIP_ENTRY,0.00,0.0000,0.00,-3.0100,0
2026-01-30T15:45:00.000000000Z,2026-01-30T16:00:00.000000000Z,LONG,1000.00,1000.00,0.70236,0.70050,EXIT,FLIP,-18.60,-1.8600,-22.40,-4.8700,1
